City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,sretensk,52.2453,117.7093,13.4,93,95,1.8,RU,1724540395
367,mejit,10.2753,170.8646,28.24,76,97,4.06,MH,1724540396
368,utrik,11.2278,169.8474,28.4,76,100,5.76,MH,1724540397
369,magadan,59.5667,150.8,14.7,55,100,0.39,RU,1724540398
370,qaqortoq,60.7167,-46.0333,5.28,93,100,3.33,GL,1724540400
371,nyurba,63.2842,118.3319,14.06,95,100,2.8,RU,1724540401
372,djibouti,11.5,42.5,28.18,60,40,2.52,DJ,1724540402
373,morehead city,34.7229,-76.726,26.03,77,100,4.12,US,1724540286
374,sillod,20.3,75.65,21.37,92,100,7.49,IN,1724540405
375,tortoli,39.9256,9.6572,26.66,85,0,3.6,IT,1724540406
376,mmabatho,-25.85,25.6333,11.98,43,0,3.6,ZA,1724540407
377,carutapera,-1.195,-46.02,25.94,79,65,4.82,BR,1724540408
378,minas de marcona,-15.2119,-75.1103,13.44,69,1,4.83,PE,1724540409
379,calvinia,-31.4707,19.776,5.46,97,36,0.4,ZA,1724540410
380,pala,9.3642,14.9046,22.57,91,100,2.89,TD,1724540411
381,quellon,-43.1167,-73.6167,6.41,84,100,3.2,CL,1724540413
382,carnarvon,-24.8667,113.6333,17.62,70,37,6.43,AU,1724540414
383,kudymkar,59.0173,54.656,9.17,89,6,1.6,RU,1724540415
384,amungan,15.3652,119.9582,27.71,77,62,0.99,PH,1724540416
385,greater sudbury,46.49,-80.99,24.54,68,62,1.34,CA,1724540369
386,bubaque,11.2833,-15.8333,27.49,85,100,2.67,GW,1724540418
387,mulki,13.1,74.8,25.6,94,100,0.0,IN,1724540419
388,nhamunda,-2.1861,-56.7131,29.83,43,71,1.51,BR,1724540421
389,vernon,50.2581,-119.2691,13.74,82,100,0.51,CA,1724540422
390,la'ie,21.6477,-157.9253,28.66,76,45,4.47,US,1724540423
391,chinde,26.8212,87.7095,23.47,90,100,1.32,NP,1724540424
392,sinop,41.7711,34.8709,17.55,76,58,1.37,TR,1724540425
393,tolanaro,-25.0319,46.9987,18.65,62,100,6.05,MG,1724540426
394,candelaria,13.9311,121.4233,25.35,90,91,0.4,PH,1724540427
395,valdivia,-39.8142,-73.2459,10.05,85,100,0.86,CL,1724539889
396,taltal,-25.4,-70.4833,16.78,62,8,1.24,CL,1724540430
397,arkhangel'sk,64.5401,40.5433,16.06,94,40,3.0,RU,1724540431
398,alice springs,-23.7,133.8833,21.75,43,4,1.54,AU,1724540432
399,nova sintra,14.8667,-24.7167,26.82,82,92,8.14,CV,1724540433
400,praia,14.9215,-23.5087,27.3,78,75,7.2,CV,1724540434
401,stutterheim,-32.5708,27.424,9.69,86,89,1.63,ZA,1724540435
402,realico,-35.0366,-64.2447,6.76,52,45,2.78,AR,1724540437
403,hami,42.8,93.45,25.38,46,0,4.3,CN,1724540438
404,mitake,35.4167,137.1333,25.81,89,97,0.89,JP,1724540439
405,hrajel,34.0148,35.7946,15.03,77,0,0.88,LB,1724540440
406,talnakh,69.4865,88.3972,9.43,81,92,2.96,RU,1724540441
407,candido de abreu,-24.5669,-51.3333,12.67,78,84,2.01,BR,1724540442
408,belousovka,50.1339,82.5239,14.47,77,20,2.0,KZ,1724540443
409,chernogorsk,53.8236,91.2842,14.76,100,0,2.0,RU,1724540445
410,pico truncado,-46.7949,-67.9573,6.89,57,73,5.03,AR,1724540446
411,kattivakkam,13.2167,80.3167,29.52,60,100,6.08,IN,1724540447
412,zavolzh'ye,56.6428,43.3936,14.56,90,28,2.48,RU,1724540272
413,sao gabriel da cachoeira,-0.1303,-67.0892,28.23,69,71,1.03,BR,1724540449
414,pasni,25.2631,63.471,26.99,81,75,4.54,PK,1724540450
415,piton saint-leu,-21.2196,55.3151,17.06,63,100,3.09,RE,1724540451
416,rudnichnyy,59.617,52.4703,9.91,93,1,1.62,RU,1724540452
417,talara,-4.5772,-81.2719,17.68,84,9,7.78,PE,1724540454
418,chernyshevsk,52.5243,117.0174,13.96,80,73,2.09,RU,1724540455
419,dullewala,31.8359,71.4362,34.17,38,0,2.37,PK,1724540456
420,kapa'a,22.0752,-159.319,29.15,65,51,4.47,US,1724540457
421,pavlogradka,54.2024,73.5592,12.44,96,98,4.81,RU,1724540458
422,margate,51.3813,1.3862,13.26,86,16,8.52,GB,1724540459
423,rechka-vydrino,51.485,104.8461,14.52,76,100,0.66,RU,1724540461
424,saldanha,-33.0117,17.9442,8.03,84,40,3.44,ZA,1724540462
425,kristiansund,63.1115,7.732,11.36,87,99,0.0,NO,1724540463
426,luwuk,-0.9516,122.7875,23.51,80,95,2.13,ID,1724540464
427,alotau,-10.3069,150.4462,24.24,92,99,2.79,PG,1724540465
428,luganville,-15.5333,167.1667,24.78,72,87,3.12,VU,1724540466
429,gorom-gorom,14.4439,-0.2361,27.11,70,9,4.95,BF,1724540467
430,vorkuta,67.5,64.0,9.51,90,41,3.29,RU,1724540469
431,kampene,-3.6,26.6667,24.84,41,54,0.45,CD,1724540470
432,arraial do cabo,-22.9661,-42.0278,22.21,90,1,1.73,BR,1724540471
433,puerto leguizamo,-0.1934,-74.7819,24.43,89,72,0.66,CO,1724540472
434,kurchatov,51.6601,35.6521,18.83,51,73,3.18,RU,1724540473
435,adygeysk,44.88,39.19,25.43,43,0,5.0,RU,1724540474
436,sandnessjoen,66.0217,12.6316,13.23,71,65,5.77,NO,1724540476
437,waingapu,-9.6567,120.2641,24.81,77,51,2.95,ID,1724540477
438,le port,-20.9373,55.2919,19.98,88,66,3.7,RE,1724540479
439,road town,18.4167,-64.6167,29.02,74,40,2.57,VG,1724540481
440,nikolayevsk-on-amure,53.1406,140.73,17.53,48,2,1.91,RU,1724540482
441,yung shue wan,22.2333,114.1167,28.75,85,33,3.95,HK,1724540483
442,tripoli,32.8752,13.1875,26.77,73,0,2.92,LY,1724540484
443,jiwani,25.05,61.7417,26.63,83,64,3.16,PK,1724540486
444,acarau,-2.8856,-40.12,25.47,77,100,6.84,BR,1724540487
445,wotho,10.1657,166.0102,28.44,74,100,6.19,MH,1724540488
446,khoyniki,51.8911,29.9552,17.49,53,39,1.2,BY,1724540489
447,jutai,-5.1833,-68.9,30.98,37,15,0.72,BR,1724540490
448,patnos,39.2336,42.8634,19.53,29,0,1.78,TR,1724540491
449,cidreira,-30.1811,-50.2056,9.81,67,53,3.29,BR,1724540402
450,fort irwin,35.2627,-116.6848,31.74,8,0,8.75,US,1724540494
451,bontang,0.1333,117.5,24.33,90,100,4.05,ID,1724540495
452,ramanuj ganj,23.8,83.7,22.25,92,72,1.71,IN,1724540496
453,maragogi,-9.0122,-35.2225,23.27,73,19,3.66,BR,1724540449
454,acajutla,13.5928,-89.8275,28.93,73,62,2.75,SV,1724540498
455,sinabang,2.4803,96.3801,25.32,86,100,2.4,ID,1724540500
456,vilyuchinsk,52.9306,158.4028,13.15,91,99,0.75,RU,1724540501
457,launceston,-41.45,147.1667,12.8,94,20,2.06,AU,1724540502
458,nichinan,31.6,131.3667,27.78,81,18,0.89,JP,1724540503
459,kibiti,-7.7218,38.9375,19.67,87,20,1.18,TZ,1724540504
460,nagqu,31.5,92.0,1.66,83,20,1.95,CN,1724540505
461,greymouth,-42.4667,171.2,12.02,84,99,7.05,NZ,1724540507
462,ararat,39.8317,44.7049,25.41,46,32,1.48,AM,1724540508
463,itai,-23.4178,-49.0906,16.07,92,100,2.68,BR,1724540509
464,amurzet,47.6967,131.0981,16.06,77,100,4.65,RU,1724540510
465,christchurch,-43.5333,172.6333,16.9,65,100,7.2,NZ,1724539932
466,mirnyy,62.5353,113.9611,11.95,88,19,3.9,RU,1724540512
467,yazd,31.8972,54.3675,31.06,14,0,4.12,IR,1724540513
468,pusad,19.9,77.5833,23.0,92,100,7.06,IN,1724540515
469,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,94,20,0.51,ID,1724540516
470,kirkwood,38.5834,-90.4068,31.99,54,100,5.66,US,1724540517
471,pointe michel,15.25,-61.3833,28.4,71,20,4.81,DM,1724540518
472,jardim,-21.4803,-56.1381,18.15,53,97,1.52,BR,1724540272
473,port blair,11.6667,92.75,27.02,94,40,1.03,IN,1724540520
474,bima,-8.4667,118.7167,23.72,87,8,1.92,ID,1724540522
475,taos,36.4072,-105.5731,28.22,23,40,7.2,US,1724540523
476,persianovka,47.5297,39.4183,22.98,32,0,3.97,RU,1724540524
477,ancud,-41.8697,-73.8203,6.76,77,100,0.4,CL,1724540369
478,san jose,37.3394,-121.895,26.85,49,40,6.69,US,1724540126
479,kourou,5.1552,-52.6478,26.35,81,25,5.22,GF,1724540527
480,pasuquin,18.3328,120.6177,23.97,94,75,1.03,PH,1724540528
481,aden,12.7794,45.0367,29.12,76,32,7.75,YE,1724540530
482,langsa,4.4683,97.9683,22.96,98,100,0.53,ID,1724540531
483,saint-joseph,-21.3667,55.6167,18.21,70,15,3.62,RE,1724540532
484,miracema do tocantins,-9.5618,-48.3967,29.63,25,1,1.1,BR,1724540533
485,embalse,-32.18,-64.4181,7.14,33,50,4.78,AR,1724540534
486,alofi,-19.0595,-169.9187,23.34,80,42,10.08,NU,1724540535
487,betio village,1.358,172.9211,31.02,73,40,2.99,KI,1724540536
488,berdigestyakh,62.0989,126.6992,16.24,81,100,3.01,RU,1724540537
489,callao,-12.0667,-77.15,18.18,82,100,4.12,PE,1724540539
490,tabuk,17.4189,121.4443,25.11,85,91,0.8,PH,1724540344
491,casino,-28.8667,153.05,22.18,56,7,2.45,AU,1724540541
492,san pedro pochutla,15.7333,-96.4667,32.62,61,58,3.33,MX,1724540542
493,peniche,39.3558,-9.3811,18.45,85,60,9.94,PT,1724540543
494,port-gentil,-0.7193,8.7815,24.98,83,40,4.8,GA,1724540544
495,upata,8.0086,-62.3989,22.72,97,94,1.63,VE,1724540545
496,ust-tsilma,65.441,52.1498,11.54,84,18,2.27,RU,1724540383
497,tancitaro,19.3333,-102.3667,18.77,81,93,0.88,MX,1724540548
498,broken hill,-31.95,141.4333,21.2,51,100,7.14,AU,1724540549
499,caldas novas,-17.7417,-48.625,27.31,22,15,1.7,BR,1724540523
500,yukhnov,54.7444,35.2297,14.68,82,61,1.41,RU,1724540551
501,tra mhor,52.1624,-7.1524,11.72,81,15,3.13,IE,1724540554
502,alaghsas,17.0187,8.0168,27.76,62,17,4.14,NE,1724540555
503,tual,-5.6667,132.75,25.88,89,90,9.7,ID,1724540556
504,taoudenni,22.6783,-3.9836,37.71,25,3,5.41,ML,1724540557
505,mont-dore,-22.2833,166.5833,23.89,99,33,2.97,NC,1724540558
506,chegdomyn,51.1167,133.0167,16.72,71,23,0.52,RU,1724540559
507,villa de arista,22.65,-100.8333,26.76,39,99,7.46,MX,1724540560
508,shohimardon,39.9839,71.8028,17.33,46,0,1.09,UZ,1724540562
509,north battleford,52.7834,-108.2847,29.05,18,0,7.2,CA,1724540407
510,gaiman,-43.2897,-65.4929,12.11,46,2,3.19,AR,1724540564
511,bridgwater,51.1284,-3.0036,13.84,84,6,0.89,GB,1724540565
512,rio grande,-32.035,-52.0986,8.68,72,86,3.44,BR,1724540462
513,mirador,-6.3708,-44.3631,30.45,29,93,1.44,BR,1724540567
514,salahonda,2.1019,-78.7217,26.02,81,93,6.85,CO,1724540568
515,kirensk,57.7853,108.1119,14.92,80,100,1.26,RU,1724540570
516,kiwira,-9.1667,33.5333,12.36,93,7,1.01,TZ,1724540571
517,gore,-46.1028,168.9436,5.25,98,100,0.91,NZ,1724540572
518,walvis bay,-22.9575,14.5053,13.63,80,0,6.66,NA,1724540573
519,aktau,43.65,51.2,22.32,37,96,6.16,KZ,1724540575
520,iwanai,42.9744,140.5089,23.01,73,29,1.02,JP,1724540576
521,oeiras do para,-2.0031,-49.8544,28.19,55,51,2.29,BR,1724540578
522,sittwe,20.15,92.9,25.68,94,100,6.25,MM,1724540579
523,kargasok,59.0556,80.8572,11.64,98,91,2.25,RU,1724540467
524,sosnovo-ozerskoye,52.5249,111.5418,9.21,78,0,1.46,RU,1724540581
525,salalah,17.0151,54.0924,24.04,94,100,2.89,OM,1724540582
526,veraval,20.9,70.3667,27.04,83,100,8.59,IN,1724540583
527,lazaro cardenas,17.9583,-102.2,29.56,70,85,3.68,MX,1724540584
528,isangel,-19.55,169.2667,24.06,69,20,2.57,VU,1724540586
529,nabire,-3.3667,135.4833,25.94,83,83,1.07,ID,1724540587
530,vasto,42.1243,14.7059,26.04,61,51,2.09,IT,1724540588
531,bo rai,12.5728,102.5371,24.65,96,100,0.57,TH,1724540589
532,sambava,-14.2667,50.1667,22.14,79,98,8.37,MG,1724540590
533,whangarei,-35.7317,174.3239,16.09,60,44,1.2,NZ,1724540591
534,mitu,1.1983,-70.1733,24.88,81,70,0.59,CO,1724540592
535,casas grandes,30.3667,-107.95,33.07,20,40,6.11,MX,1724540408
536,tindouf,27.6711,-8.1474,35.25,10,20,4.63,DZ,1724540595
537,sola,-13.8833,167.55,25.34,76,100,9.86,VU,1724540596
538,guider,9.9342,13.9486,24.13,82,100,2.34,CM,1724540597
539,volzhsk,55.8664,48.3594,15.7,93,89,4.11,RU,1724540598
540,brawley,32.9787,-115.5303,40.14,8,0,10.48,US,1724540599
541,chiredzi,-21.05,31.6667,15.97,53,0,2.43,ZW,1724540601
542,zahedan,29.4963,60.8629,24.95,18,0,2.06,IR,1724540402
543,flying fish cove,-10.4217,105.6791,24.82,83,75,5.66,CX,1724540603
544,ji'an,27.1172,114.9793,26.65,87,98,1.32,CN,1724540604
545,belmonte,-15.8631,-38.8828,22.47,75,34,3.03,BR,1724540605
546,klaksvik,62.2266,-6.589,10.2,86,95,7.78,FO,1724540606
547,bude,50.8243,-4.5413,13.46,82,8,3.13,GB,1724540608
548,jayapura,-2.5333,140.7,24.66,88,100,2.1,ID,1724540609
549,yakeshi,49.2833,120.7333,14.36,77,29,4.38,CN,1724540610
550,varzea da palma,-17.5981,-44.7308,26.02,26,6,0.71,BR,1724540611
551,imranli,39.8754,38.1136,13.68,96,100,3.15,TR,1724540612
552,ardestan,33.3761,52.3694,28.25,18,1,2.6,IR,1724540613
553,kanel,15.4916,-13.1763,29.0,84,0,1.03,SN,1724540614
554,wladyslawowo,54.7909,18.4009,23.3,66,0,5.53,PL,1724540616
555,kirakira,-10.4544,161.9205,27.21,74,100,4.6,SB,1724540617
556,champasak,14.75,106.0,23.35,97,100,0.8,LA,1724540472
557,crimmitschau,50.8167,12.3833,25.59,64,0,4.15,DE,1724540620
558,burela de cabo,43.65,-7.4,13.29,73,6,2.06,ES,1724540621
559,mar del plata,-38.0023,-57.5575,7.19,84,75,6.26,AR,1724539995
560,harper,4.375,-7.7169,24.03,84,100,4.47,LR,1724540624
561,sao vicente,-23.9631,-46.3919,16.1,26,100,4.85,BR,1724540625
562,olinda,-8.0089,-34.8553,25.85,69,40,5.14,BR,1724540405
563,northam,51.0333,-4.2167,14.78,81,11,7.45,GB,1724540627
564,le lavandou,43.137,6.366,20.9,89,0,1.54,FR,1724540628
565,nuku'alofa,-21.1333,-175.2,25.19,83,75,5.14,TO,1724540629
